year,role,reporter_code,country,value_usd,net_kg,unit_usd_kg,rank,share,cum_share,provisional
2023,importer,512,Oman,4450842.646,1463557.098,3.0411,59,0.00053,0.99287,False
2023,importer,352,Iceland,4418569.504,1004301.0,4.3996,60,0.00053,0.9934,False
2023,importer,196,Cyprus,4362179.294,1577130.0,2.7659,61,0.00052,0.99392,False
2023,importer,48,Bahrain,4172975.288,1372186.817,3.0411,62,0.0005,0.99442,False
2023,importer,591,Panama,3653961.0,3622141.0,1.0088,63,0.00044,0.99486,False
2023,importer,268,Georgia,2557604.405,1700843.0,1.5037,64,0.00031,0.99517,False
2023,importer,470,Malta,2510649.51,723815.0,3.4686,65,0.0003,0.99547,False
2023,importer,170,Colombia,2420697.32,2170330.0,1.1154,66,0.00029,0.99576,False
2023,importer,710,South Africa,2239788.19,4104359.2,0.5457,67,0.00027,0.99603,False
2023,importer,780,Trinidad and Tobago,1995061.121,971332.0,2.0539,68,0.00024,0.99627,False
2023,importer,446,"China, Macao SAR",1918135.676,585390.0,3.2767,69,0.00023,0.9965,False
2023,importer,51,Armenia,1902601.28,603910.78,3.1505,70,0.00023,0.99673,False
2023,importer,44,Bahamas,1871295.0,805979.914,2.3218,71,0.00022,0.99695,False
2023,importer,462,Maldives,1800577.394,303706.32,5.9287,72,0.00021,0.99716,False
2023,importer,533,Aruba,1666802.77,986585.1,1.6895,73,0.0002,0.99736,False
2023,importer,320,Guatemala,1664184.0,2442651.0,0.6813,74,0.0002,0.99756,False
2023,importer,60,Bermuda,1515959.48,374044.9,4.0529,75,0.00018,0.99774,False
2023,importer,136,Cayman Isds,1498881.698,496512.492,3.0188,76,0.00018,0.99792,False
2023,importer,96,Brunei Darussalam,1331559.187,1354291.609,0.9832,77,0.00016,0.99808,False
2023,importer,422,Lebanon,1318844.0,433671.476,3.0411,78,0.00016,0.99824,False
2023,importer,31,Azerbaijan,1311100.8,488511.79,2.6839,79,0.00016,0.9984,False
2023,importer,398,Kazakhstan,1278421.52,394068.73,3.2442,80,0.00015,0.99855,False
2023,importer,516,Namibia,1195876.05,518832.163,2.3049,81,0.00014,0.99869,False
2023,importer,499,Montenegro,932797.677,258573.25,3.6075,82,0.00011,0.9988,False
2023,importer,8,Albania,914596.979,559452.0,1.6348,83,0.00011,0.99891,False
2023,importer,72,Botswana,867062.89,768906.16,1.1277,84,0.0001,0.99901,False
2023,importer,68,Bolivia (Plurinational State of),699598.0,230046.69,3.0411,85,8e-05,0.99909,False
2023,importer,70,Bosnia Herzegovina,694352.246,222311.82,3.1233,86,8e-05,0.99917,False
2023,importer,480,Mauritius,663586.066,64121.0,10.349,87,8e-05,0.99925,False
2023,importer,860,Uzbekistan,614751.99,333870.0,1.8413,88,7e-05,0.99932,False
